order_id,assignment_id,user_id,assistment_id,problem_id,original,correct,attempt_count,ms_first_response,tutor_mode,answer_type,sequence_id,student_class_id,position,type,base_sequence_id,skill_id,skill_name,teacher_id,school_id,hint_count,hint_total,overlap_time,template_id,answer_id,answer_text,first_action,bottom_hint,opportunity,opportunity_original
25718483,267917,78504,47910,86513,1,0,3,44516,tutor,algebra,7183,12618,10,MasterySection,7183,280.0,Addition and Subtraction Fractions,49343,5056,4,4,84556,46266,,2 11/24,0,1.0,6,6.0
25410045,266605,83633,47614,86215,1,0,2,240239,tutor,algebra,8466,12634,10,MasterySection,6896,65.0,Least Common Multiple,54767,5117,0,4,265902,46083,,19,0,,10,10.0
32017544,271504,88029,34293,53553,1,1,1,8187,tutor,algebra,5959,12926,1,MasterySection,5959,58.0,Addition Whole Numbers,57560,5260,0,0,8187,30524,,16,0,,1,1.0
35634429,280385,85687,74894,139567,1,1,1,108469,tutor,algebra,9797,13577,13,MasterySection,9797,17.0,Probability of Two Distinct Events,45671,5049,0,0,108469,30419,,5-Jan,0,,13,10.0
30308438,271869,79061,78280,147918,1,1,1,41657,tutor,algebra,9873,12886,18,MasterySection,9873,77.0,Finding Percents,42999,2770,0,2,41657,78166,,53,0,,13,13.0
38204178,291449,96234,57428,107977,0,1,1,7360,tutor,choose_1,5969,14415,62,MasterySection,5969,,,69274,2770,0,0,7360,55834,198546.0,,0,,8,
33447147,267254,84572,47001,85413,0,1,1,13922,tutor,algebra,7158,12661,11,MasterySection,6854,,,55425,5056,0,2,13922,30524,,14,0,,4,
34296625,280036,78546,47519,86120,1,1,1,72276,tutor,algebra,7201,12262,13,MasterySection,7201,70.0,Percent Of,46174,5056,0,4,72276,46399,,52,0,,26,26.0
38266847,291405,96273,41595,73017,0,1,1,9294,tutor,algebra,6072,14415,106,MasterySection,6072,,,69274,2770,0,2,9294,32879,,63,0,,78,
38305048,290979,96225,48192,86797,1,1,1,15156,tutor,algebra,6916,14414,13,MasterySection,6916,67.0,Multiplication Fractions,69274,2770,0,3,15156,29862,,5-Apr,0,,3,3.0
34499739,276939,88127,34558,53984,0,0,1,2218,tutor,algebra,9862,13214,2,MasterySection,5962,,,60029,5448,3,3,7956,30677,,,1,1.0,49,
22910746,263248,80353,36957,58169,1,0,1,244878,tutor,algebra,5918,12466,7,MasterySection,5918,9.0,Stem and Leaf Plot,48003,1998,0,0,244936,30050,,55.9,0,,7,7.0
38293672,290779,96219,37059,58524,1,1,1,22402,tutor,algebra,5916,14414,214,MasterySection,5916,48.0,Equivalent Fractions,69274,2770,0,0,22402,30790,,90,0,,2,2.0
38207180,290974,96284,34750,54445,1,0,3,115297,tutor,algebra,5966,14414,30,MasterySection,5966,279.0,Multiplication and Division Integers,69274,2770,3,4,145625,30726,,-2.66,0,0.0,4,4.0
38199990,290645,96283,73375,135888,1,1,1,35317,tutor,fill_in_1,9904,14413,52,MasterySection,9904,,,69274,2770,0,3,35317,61778,,-2/(3(b^8)(c^3)),0,,158,97.0
31331301,273184,87117,47933,86536,1,1,1,25765,tutor,algebra,10471,12801,3,MasterySection,6910,280.0,Addition and Subtraction Fractions,57045,5307,0,4,25765,46266,,5 14/45,0,,9,9.0
38300493,291334,96275,44385,80254,0,1,1,14948,tutor,algebra,6468,14415,172,MasterySection,6468,,,69274,2770,0,3,14948,42219,,10,0,,9,
29699540,271308,78413,32907,50982,1,1,1,74557,tutor,algebra,9841,12455,28,MasterySection,5942,310.0,Order of Operations All,49076,5177,0,4,74557,30267,,-55,0,,1,1.0
35136466,277627,70756,32041,49016,1,1,1,31188,tutor,algebra,5921,13241,135,MasterySection,5921,10.0,Table,22763,73,0,0,31188,30244,,14.6,0,,5,5.0
33856462,279728,78495,50924,89838,1,1,1,66227,tutor,algebra,7220,12375,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,3,66227,47492,,5,0,,266,266.0
29075233,271354,85952,34295,53562,0,0,2,26249,tutor,algebra,5959,12924,2,MasterySection,5959,,,57560,5260,0,2,41752,30524,,3,0,,1,
24110456,263443,75169,40711,71352,1,1,1,13157,tutor,fill_in_1,6057,12484,2,MasterySection,6057,70.0,Percent Of,22763,73,0,5,13157,30907,,162,0,,3,3.0
34673218,223077,90433,55611,97727,1,1,1,283217,tutor,algebra,5968,11844,23,MasterySection,5968,311.0,Equation Solving Two or Fewer Steps,13079,73,0,3,283217,55508,,7-Sep,0,,7,7.0
22052906,263229,80091,57390,107759,0,1,1,1203,tutor,choose_1,5970,12465,4,MasterySection,5970,311.0,Equation Solving Two or Fewer Steps,48003,1998,0,0,1203,55901,198183.0,,0,,37,
26875523,266680,79030,49036,87716,1,1,1,38049,tutor,algebra,6925,12351,78,MasterySection,6925,311.0,Equation Solving Two or Fewer Steps,42999,2770,0,3,38049,46279,,-9,0,,11,11.0
35773815,282670,88786,46591,84879,1,0,1,5141,tutor,algebra,6849,13281,3,MasterySection,6849,47.0,Conversion of Fraction Decimals Percents,59912,1689,2,2,11720,29871,,,1,1.0,5,5.0
36353226,285719,92250,99211,189233,1,1,1,36333,tutor,algebra,11898,14020,2,MasterySection,11898,277.0,Addition and Subtraction Integers,58932,4780,0,3,36333,29948,,24,0,,295,295.0
38228999,291420,96245,49615,88307,1,1,1,19443,tutor,algebra,6943,14415,91,MasterySection,6943,311.0,Equation Solving Two or Fewer Steps,69274,2770,0,3,19443,30833,,1,0,,69,52.0
26057575,266578,84455,34682,54265,1,1,1,15586,tutor,algebra,7973,12309,5,MasterySection,5965,279.0,Multiplication and Division Integers,35135,1357,0,0,15586,30015,,-14,0,,6,6.0
23005549,226379,79515,42003,74472,1,0,1,15664,tutor,algebra,6110,11896,6,MasterySection,6094,16.0,Counting Methods,14630,2770,0,0,15672,30871,,8-May,0,,10,10.0
35375470,281755,86395,33127,51412,1,1,1,4997,tutor,algebra,6324,12953,5,MasterySection,6324,1.0,Box and Whisker,53103,5177,0,3,4997,30059,,63,0,,6,6.0
33921159,279728,78492,50960,89874,1,0,2,100039,tutor,algebra,7220,12375,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,3,3,126226,47492,,972,0,1.0,1,1.0
33993157,279730,78591,50380,89273,1,0,2,34214,tutor,algebra,7212,12375,6,MasterySection,6272,298.0,Area Triangle,46174,5056,3,3,43453,30010,,28,0,1.0,97,97.0
22837455,264585,80218,47918,86521,1,1,1,45140,tutor,algebra,7817,12432,11,MasterySection,6910,280.0,Addition and Subtraction Fractions,49070,5177,0,4,45140,46266,,5 24/35,0,,3,3.0
33706885,279732,78559,50352,89237,1,1,1,47800,tutor,algebra,7212,12262,6,MasterySection,6272,296.0,Area Rectangle,46174,5056,0,2,47800,30000,,16,0,,32,32.0
29399874,270554,75361,37185,58771,1,1,1,5718,tutor,algebra,5950,11816,128,MasterySection,5950,86.0,Exponents,22763,73,0,5,5718,30454,,81,0,,6,6.0
23520625,262778,79029,38319,61495,0,0,1,33170,tutor,algebra,6022,12351,45,MasterySection,6022,,,42999,2770,2,5,53081,30306,,,1,0.0,11,
23431783,226379,79540,42014,74527,1,1,1,72422,tutor,algebra,6110,11896,6,MasterySection,6094,17.0,Probability of Two Distinct Events,14630,2770,0,0,72422,30871,,8-Mar,0,,12,12.0
35642647,282674,88827,48242,86848,1,1,1,5595,tutor,algebra,6916,13281,7,MasterySection,6916,67.0,Multiplication Fractions,59912,1689,0,3,5595,46269,,7,0,,6,6.0
38211817,290763,96296,41999,74456,0,0,4,5773,tutor,algebra,6110,14414,232,MasterySection,6094,,,69274,2770,0,4,8924,30871,,3,0,,35,
33026634,271254,79020,44307,80045,1,0,1,960417,tutor,fill_in_1,6467,12351,177,MasterySection,6467,27.0,Pythagorean Theorem,42999,2770,2,5,987687,42087,,,1,0.0,38,38.0
30669005,272454,78280,35970,56166,1,1,1,129371,tutor,algebra,10296,12315,51,MasterySection,5977,375.0,Solving Inequalities,45778,5056,0,5,129371,31683,,4,0,,8,8.0
26972610,266709,81928,57819,108942,1,0,0,4138,tutor,algebra,7841,12542,33,MasterySection,6009,77.0,Finding Percents,52667,2770,0,0,4138,55691,,,2,,7,7.0
24972775,260461,78710,12865,12869,0,0,1,2659,tutor,algebra,7355,12317,10,MasterySection,7355,,,47664,5056,2,2,5231,12865,,,1,1.0,35,
24537556,265366,79033,57392,107771,0,1,1,3517,tutor,choose_1,5970,12351,63,MasterySection,5970,311.0,Equation Solving Two or Fewer Steps,42999,2770,0,0,3517,55901,198209.0,,0,,53,
24237918,266579,83197,51137,90171,1,1,1,3999,tutor,algebra,8003,12309,6,MasterySection,7020,279.0,Multiplication and Division Integers,35135,1357,0,5,3999,29926,,7,0,,3,3.0
32637759,277120,88197,63040,120137,1,0,3,11086,tutor,algebra,9143,13221,4,MasterySection,8656,,,60029,5448,3,4,80679,63035,,-15,0,0.0,48,9.0
21365407,262768,79023,39438,66361,1,1,1,5928,tutor,choose_1,6040,12351,19,MasterySection,6040,49.0,Ordering Positive Decimals,42999,2770,0,0,5928,29894,105012.0,,0,,1,1.0
36395734,285856,77899,34737,54432,0,1,1,3681,tutor,algebra,5965,14033,4,MasterySection,5965,,,48183,139,0,4,3681,30017,,42,0,,1912,
22898723,264585,80506,47745,86346,1,1,1,330672,tutor,algebra,7817,12432,11,MasterySection,6910,280.0,Addition and Subtraction Fractions,49070,5177,0,4,330672,46265,,16/21,0,,13,13.0
34287116,280033,78902,53207,93167,1,1,1,46724,tutor,algebra,7228,12375,12,MasterySection,7114,11.0,Venn Diagram,46174,5056,0,2,46724,52495,,8,0,,68,68.0
31860314,275993,87870,47436,85966,1,1,1,8035,tutor,algebra,6891,13146,10,MasterySection,6891,47.0,Conversion of Fraction Decimals Percents,59882,5260,0,3,8035,29868,,0.3,0,,11,11.0
32653036,276094,88972,34797,54550,1,0,1,11434,tutor,algebra,5967,13149,7,MasterySection,5967,279.0,Multiplication and Division Integers,59882,5260,0,0,11443,29924,,5,0,,12,12.0
35107866,281003,78521,47140,85656,1,0,0,1,tutor,algebra,7201,12262,25,MasterySection,7201,70.0,Percent Of,46174,5056,0,4,1,46397,,18.76,0,,271,271.0
38290454,291361,96262,53716,93687,1,1,1,18297,tutor,algebra,7120,14415,143,MasterySection,7120,16.0,Counting Methods,69274,2770,0,2,18297,30449,,60,0,,9,9.0
30993486,273139,78413,37035,58412,1,1,1,59286,tutor,algebra,10450,12455,34,MasterySection,5919,10.0,Table,49076,5177,0,0,59286,30063,,21-Aug,0,,7,7.0
34292778,280036,78523,47161,85677,1,1,1,93853,tutor,algebra,7201,12262,13,MasterySection,7201,70.0,Percent Of,46174,5056,0,4,93853,46399,,60.77,0,,310,310.0
31057510,270291,78981,53817,93788,1,0,3,42214,tutor,algebra,7123,12351,157,MasterySection,7123,17.0,Probability of Two Distinct Events,42999,2770,4,4,68032,52609,,12-Jan,0,1.0,3,3.0
34249698,279730,78573,50356,89241,1,1,1,17730,tutor,algebra,7212,12375,6,MasterySection,6272,296.0,Area Rectangle,46174,5056,0,2,17730,30000,,49,0,,85,85.0
35046151,277689,81604,43132,77473,0,0,1,3078,tutor,algebra,6274,13241,197,MasterySection,6272,294.0,Area Irregular Figure,22763,73,3,3,10985,31691,,,1,1.0,2,
28416643,268030,78979,42787,75744,1,0,2,64414,tutor,algebra,6184,12351,117,MasterySection,6180,303.0,Volume Cylinder,42999,2770,0,5,128904,31687,,50.24,0,,14,14.0
21306102,263213,78362,48467,87080,1,0,5,98794,tutor,algebra,7357,12316,9,MasterySection,7357,61.0,Division Fractions,46150,5056,4,4,169365,46275,,,1,1.0,7,7.0
32802233,277557,78673,43887,79185,1,0,1,1359,tutor,choose_1,6408,13241,65,MasterySection,6408,343.0,Midpoint,22763,73,4,4,10140,42284,,,1,1.0,1,1.0
27722553,270236,83363,49610,88302,1,0,1,66888,tutor,algebra,6943,12580,52,MasterySection,6943,311.0,Equation Solving Two or Fewer Steps,40934,73,3,3,105136,30833,,,1,1.0,10,7.0
26787315,268024,78969,41126,71810,1,1,1,268646,tutor,algebra,6068,12351,111,MasterySection,6056,46.0,Calculations with Similar Figures,42999,2770,0,4,268646,32329,,25,0,,4,4.0
29487373,270165,84145,47087,85586,1,0,1,1212,tutor,algebra,7177,12661,21,MasterySection,6863,82.0,Scientific Notation,55425,5056,4,4,36396,30809,,,1,1.0,5,5.0
29015851,271290,82163,34346,53765,1,1,1,19528,tutor,algebra,9795,12455,26,MasterySection,5959,85.0,Absolute Value,49076,5177,0,0,19528,30525,,-9,0,,10,10.0
35777146,282670,88797,46683,84971,1,1,1,17077,tutor,algebra,6849,13281,3,MasterySection,6849,47.0,Conversion of Fraction Decimals Percents,59912,1689,0,2,17077,29873,,56/100,0,,5,5.0
26443149,268017,78991,42653,75610,1,1,1,12821,tutor,algebra,6182,12351,104,MasterySection,6181,40.0,Circumference ,42999,2770,0,4,12821,31689,,3,0,,4,4.0
31118498,273181,86687,47941,86544,1,1,1,49938,tutor,algebra,10473,12806,4,MasterySection,6910,280.0,Addition and Subtraction Fractions,57051,5307,0,4,49938,46266,,4 24/35,0,,4,4.0
34298742,280036,78551,47157,85673,1,1,1,67385,tutor,algebra,7201,12262,13,MasterySection,7201,70.0,Percent Of,46174,5056,0,4,67385,46399,,53.56,0,,12,12.0
35668784,282675,89450,34063,53308,1,0,2,16516,tutor,choose_1,5956,13281,8,MasterySection,5956,51.0,Ordering Integers,59912,1689,0,5,35156,30730,79662.0,,0,,2,2.0
33726566,279728,78588,50927,89841,1,0,2,85005,tutor,algebra,7220,12375,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,3,3,92048,47492,,2654208,0,1.0,115,115.0
24738104,265365,79012,57424,107955,1,1,1,17765,tutor,algebra,5969,12351,62,MasterySection,5969,101.0,,42999,2770,0,0,17765,55834,,32/16,0,,3,3.0
23087446,265452,80216,34361,53786,1,0,1,22313,tutor,algebra,7903,12432,17,MasterySection,5960,280.0,Addition and Subtraction Fractions,49070,5177,2,3,34156,30648,,,1,0.0,19,19.0
30787297,271210,79054,36482,56796,1,1,1,69207,tutor,algebra,5922,12352,223,MasterySection,5922,13.0,Median,42999,2770,0,0,69207,30369,,46,0,,2,2.0
21026417,259823,78722,51352,90534,1,1,1,7078,tutor,algebra,7322,12317,19,MasterySection,7322,279.0,Multiplication and Division Integers,47664,5056,0,0,7078,30017,,56,0,,4,4.0
30137199,272521,84738,48593,87215,1,1,1,84824,tutor,algebra,6919,12696,35,MasterySection,5902,81.0,Unit Rate,55938,5255,0,2,84824,46347,,1.31,0,,2,2.0
30696923,272452,83705,54403,94724,1,1,1,8088,tutor,choose_1,10294,12315,49,MasterySection,7149,311.0,Equation Solving Two or Fewer Steps,45778,5056,0,4,8088,54260,167371.0,,0,,17,14.0
28234002,270684,85458,55569,97560,0,0,4,3769,tutor,choose_1,9537,12501,5,MasterySection,5968,311.0,Equation Solving Two or Fewer Steps,50218,5177,0,0,8401,54581,177475.0,,0,,6,
30447874,270294,78978,33041,51326,1,1,1,16269,tutor,fill_in_1,5947,12351,152,MasterySection,5947,4.0,Histogram as Table or Graph,42999,2770,0,4,16269,32148,,20,0,,7,7.0
38265739,290828,96220,43843,79141,1,1,1,35596,tutor,choose_1,6408,14414,163,MasterySection,6408,27.0,Pythagorean Theorem,69274,2770,0,4,35596,42201,135997.0,,0,,21,21.0
36371523,251690,74459,31380,47050,1,0,1,8355,tutor,algebra,5898,12214,3,MasterySection,5898,70.0,Percent Of,45225,1,4,4,12146,30037,,,1,1.0,7,7.0
35213537,281174,78583,53200,93160,1,1,1,14612,tutor,algebra,7228,12375,29,MasterySection,7114,11.0,Venn Diagram,46174,5056,0,2,14612,52495,,7,0,,85,85.0
33383534,279153,79739,53423,93394,1,1,1,26375,tutor,algebra,7118,12437,59,MasterySection,7118,2.0,Circle Graph,43007,2770,0,2,26375,52570,,32.4,0,,3,3.0
29735382,270297,78984,32149,49292,1,1,1,36614,tutor,algebra,5925,12351,147,MasterySection,5925,74.0,Subtraction Whole Numbers,42999,2770,0,0,36614,30036,,14400,0,,47,31.0
29724336,271896,79019,77987,147555,1,1,1,17220,tutor,algebra,9372,12888,13,MasterySection,9372,61.0,Division Fractions,42999,2770,0,1,17220,77909,,3 3/5,0,,13,13.0
27199524,266613,83636,48516,87129,1,1,1,36245,tutor,algebra,8474,12634,18,MasterySection,6917,61.0,Division Fractions,54767,5117,0,4,36245,46275,,9 4/5,0,,1,1.0
35736595,282634,91917,55629,97803,0,1,1,3952,tutor,choose_1,5952,13804,2,MasterySection,5952,,,63320,5456,0,0,3952,54699,177965.0,,0,,3,
36389401,285723,92249,76036,143036,1,1,1,16285,tutor,algebra,9278,14020,6,MasterySection,9278,26.0,Angles on Parallel Lines Cut by a Transversal,58932,4780,0,2,16285,73626,,104,0,,6,6.0
38193837,291368,96236,32168,49351,0,1,1,40009,tutor,algebra,5925,14415,141,MasterySection,5925,92.0,Pattern Finding ,69274,2770,0,3,40009,30036,,104200,0,,26,
22556199,264585,79596,47852,86454,1,1,1,73015,tutor,algebra,7817,12432,11,MasterySection,6910,280.0,Addition and Subtraction Fractions,49070,5177,0,4,73015,46266,,5 21/40,0,,4,4.0
28916634,270280,78991,36462,56738,0,0,2,23758,tutor,algebra,5922,12351,138,MasterySection,5922,,,42999,2770,3,4,56215,30369,,36,0,0.0,21,
21348922,263370,78837,51810,91134,1,0,2,177837,tutor,algebra,7035,12340,9,MasterySection,7035,13.0,Median,11804,76,1,3,227882,50237,,,1,0.0,1,1.0
33823347,279733,78546,50903,89817,1,1,1,65312,tutor,algebra,7220,12262,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,2,65312,31688,,84,0,,17,17.0
22166241,263982,78843,37066,58545,1,0,0,21776,tutor,algebra,7711,12340,15,MasterySection,5916,77.0,Finding Percents,11804,76,0,0,21776,30790,,,2,,5,5.0
33391728,279162,87606,48283,86890,1,0,5,41547,tutor,algebra,6916,12437,68,MasterySection,6916,67.0,Multiplication Fractions,43007,2770,3,5,100032,46274,,18-Jul,0,1.0,6,6.0
31203896,271208,79055,51863,91187,1,1,1,75438,tutor,choose_1,7036,12352,227,MasterySection,7036,13.0,Median,42999,2770,0,3,75438,50299,158074.0,,0,,5,5.0
20894117,260455,78722,50170,89015,1,1,1,45450,tutor,algebra,7335,12317,18,MasterySection,7335,163.0,Absolute Value,47664,5056,0,4,45450,50048,,-31,0,,4,4.0
38220205,290779,96292,36830,57671,1,1,1,70198,tutor,algebra,5916,14414,214,MasterySection,5916,79.0,Proportion,69274,2770,0,0,70198,30397,,300,0,,18,18.0
36369653,285789,77118,99219,189241,1,1,1,3869,tutor,algebra,11898,14033,3,MasterySection,11898,277.0,Addition and Subtraction Integers,48183,139,0,3,3869,29948,,24,0,,2707,2707.0
34290925,279733,78524,50957,89871,1,1,1,35264,tutor,algebra,7220,12262,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,3,35264,47492,,3,0,,121,121.0
36362084,285720,92246,34532,53957,1,0,1,1575,tutor,fill_in_1,5961,14020,3,MasterySection,5961,277.0,Addition and Subtraction Integers,58932,4780,2,2,5865,29951,,,1,1.0,1009,1009.0
34289220,279730,79605,52062,91386,1,1,1,153861,tutor,algebra,7212,12375,6,MasterySection,6272,298.0,Area Triangle,46174,5056,0,3,153861,30010,,24,0,,27,27.0
33954680,279728,78593,50924,89838,1,1,1,66700,tutor,algebra,7220,12375,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,3,66700,47492,,5,0,,178,178.0
35725813,277562,70874,44690,81174,0,0,16,8277,tutor,algebra,6465,13241,70,MasterySection,6465,,,22763,73,5,5,80581,42869,,7.1,0,1.0,34,
33723627,279720,89936,62627,119378,1,0,1,20265,tutor,algebra,10665,13481,24,MasterySection,10665,18.0,Probability of a Single Event,62006,5451,4,4,39703,59969,,,1,1.0,7,7.0
29740431,271853,78917,77975,147543,1,1,1,19386,tutor,algebra,9372,12885,13,MasterySection,9372,61.0,Division Fractions,42999,2770,0,1,19386,77909,,29 1/4,0,,5,5.0
31804870,274901,79669,48760,87440,1,0,2,61985,tutor,algebra,6921,12436,10,MasterySection,6921,83.0,Divisibility Rules,43007,2770,0,3,82594,46304,,6,0,,3,3.0
30269542,272586,78888,57819,108943,0,1,1,2797,tutor,choose_1,6009,12438,28,MasterySection,6009,,,23907,76,0,0,2797,55691,200227.0,,0,,21,
30099045,270557,73962,48775,87455,1,1,1,22603,tutor,algebra,6921,11816,131,MasterySection,6921,83.0,Divisibility Rules,22763,73,0,3,22603,46304,,21,0,,17,17.0
31719011,271911,79547,57840,109005,1,1,1,25706,tutor,algebra,9869,12888,19,MasterySection,6009,77.0,Finding Percents,42999,2770,0,0,25706,55693,,37,0,,21,21.0
24809200,267062,78714,56368,100611,0,0,1,1963,tutor,algebra,7629,12317,2,MasterySection,5951,,,47664,5056,4,4,6444,55828,,,1,1.0,55,
26839528,266699,79031,53916,93887,1,0,3,69283,tutor,algebra,7124,12351,95,MasterySection,7124,91.0,,42999,2770,4,4,103315,52621,,2n-2,0,1.0,14,14.0
26173394,266710,82080,40725,71366,1,1,1,32241,tutor,fill_in_1,7842,12542,34,MasterySection,6057,70.0,Percent Of,52667,2770,0,5,32241,30907,,108,0,,4,4.0
24723937,266415,79074,41067,71747,1,0,13,4732,tutor,algebra,6066,12352,115,MasterySection,6066,46.0,Calculations with Similar Figures,42999,2770,2,4,182753,31955,,10,0,0.0,12,12.0
33703836,279732,78560,52055,91379,1,1,1,44900,tutor,algebra,7212,12262,6,MasterySection,6272,298.0,Area Triangle,46174,5056,0,3,44900,30010,,31.5,0,,180,180.0
32850325,278160,79663,41066,71746,1,1,1,5657,tutor,algebra,6066,12436,35,MasterySection,6066,46.0,Calculations with Similar Figures,43007,2770,0,4,5657,31955,,90,0,,4,4.0
27197476,266605,83660,47625,86226,1,0,4,22941,tutor,algebra,8466,12634,10,MasterySection,6896,65.0,Least Common Multiple,54767,5117,4,4,60901,46083,,14,0,1.0,10,10.0
29137639,271492,83927,51023,89937,1,0,4,23046,tutor,algebra,7014,12925,3,MasterySection,7014,277.0,Addition and Subtraction Integers,57560,5260,3,4,54652,29950,,3,0,0.0,6,6.0
23429484,265366,79026,57380,107689,1,1,1,34669,tutor,algebra,5970,12351,63,MasterySection,5970,311.0,Equation Solving Two or Fewer Steps,42999,2770,0,0,34669,55901,,0,0,,24,18.0
21183270,262750,78909,51316,90428,1,1,1,4781,tutor,algebra,7025,12352,22,MasterySection,7025,279.0,Multiplication and Division Integers,42999,2770,0,0,4781,30015,,-10,0,,1,1.0
38273037,290765,96288,41742,73615,1,0,1,37837,tutor,algebra,6094,14414,230,MasterySection,6094,17.0,Probability of Two Distinct Events,69274,2770,0,0,37869,30423,,12-Feb,0,,39,39.0
32882709,278109,79741,36490,56820,1,1,1,90344,tutor,algebra,5922,12437,52,MasterySection,5922,13.0,Median,43007,2770,0,0,90344,36483,,41,0,,5,5.0
33639653,279728,78757,50868,89782,1,0,2,444587,tutor,algebra,7220,12375,5,MasterySection,6180,303.0,Volume Cylinder,46174,5056,3,3,556382,31687,,125.55,0,1.0,48,48.0
23199824,265376,79213,53495,93466,1,1,1,32438,tutor,algebra,7118,12438,6,MasterySection,7118,37.0,,23907,76,0,3,32438,52571,,72,0,,2,2.0
32754292,275286,84875,47432,85962,1,1,1,3948,tutor,algebra,6891,12359,62,MasterySection,6891,47.0,Conversion of Fraction Decimals Percents,33567,4832,0,3,3948,29868,,0.1,0,,8,8.0
24488358,266403,79056,43126,77449,0,1,1,20680,tutor,algebra,6274,12352,101,MasterySection,6272,294.0,Area Irregular Figure,42999,2770,0,3,20680,31691,,49,0,,2,
35109114,281002,78514,50862,89776,1,1,1,109812,tutor,algebra,7220,12262,24,MasterySection,6180,303.0,Volume Cylinder,46174,5056,0,3,109812,31687,,392.5,0,,56,56.0
34290158,279733,78521,50905,89819,1,1,1,15764,tutor,algebra,7220,12262,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,2,15764,31688,,60,0,,284,284.0
27160465,266708,82357,38067,61115,1,0,3,139351,tutor,algebra,7840,12542,32,MasterySection,6018,47.0,Conversion of Fraction Decimals Percents,52667,2770,4,5,168529,29866,,0.38%,0,0.0,42,42.0
33722012,279728,78589,50917,89831,1,1,1,265576,tutor,algebra,7220,12375,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,3,265576,47492,,3,0,,30,30.0
33668497,279131,79990,52773,92453,1,1,1,16265,tutor,choose_1,7036,12436,38,MasterySection,7036,15.0,Range,43007,2770,0,3,16265,52452,161138.0,,0,,3,3.0
35031689,277530,73100,43656,78954,1,1,1,3382,tutor,choose_1,6402,13241,38,MasterySection,6402,75.0,Square Root,22763,73,0,7,3382,42863,135103.0,,0,,39,39.0
29481839,270570,70708,55642,97852,1,1,1,6961,tutor,algebra,5952,11816,144,MasterySection,5952,50.0,Ordering Fractions,22763,73,0,0,6961,54699,,4-Mar,0,,10,10.0
33650317,279732,78520,52023,91347,1,1,1,34372,tutor,algebra,7212,12262,6,MasterySection,6272,296.0,Area Rectangle,46174,5056,0,2,34372,30000,,36,0,,94,94.0
26301823,268013,78979,42903,76424,0,1,1,6649,tutor,choose_1,6272,12351,100,MasterySection,6272,297.0,Area Trapezoid,42999,2770,0,0,6649,31690,128730.0,,0,,14,
29715557,270967,78449,36907,57957,1,1,1,70197,tutor,algebra,9656,12455,25,MasterySection,5918,9.0,Stem and Leaf Plot,49076,5177,0,0,70197,30048,,31,0,,15,15.0
35103602,280998,78499,53252,93212,1,0,0,0,tutor,algebra,7228,12375,24,MasterySection,7114,11.0,Venn Diagram,46174,5056,0,2,0,52497,,11,0,,170,170.0
38299948,290906,96289,32309,49722,1,1,1,46291,tutor,algebra,5927,14414,86,MasterySection,5927,323.0,Write Linear Equation from Situation,69274,2770,0,4,46291,30416,,t=9w+60,0,,2,2.0
26622142,266952,78281,55569,97559,1,1,1,88690,tutor,algebra,7630,12315,22,MasterySection,5968,311.0,Equation Solving Two or Fewer Steps,45778,5056,0,3,88690,54581,,-0.230769231,0,,41,17.0
33671981,279732,78532,52074,91398,1,1,1,85532,tutor,algebra,7212,12262,6,MasterySection,6272,297.0,Area Trapezoid,46174,5056,0,3,85532,30012,,30,0,,47,47.0
28394602,270579,70733,44540,80904,0,1,1,10374,tutor,fill_in_1,6473,11816,153,MasterySection,6473,,,22763,73,0,2,10374,42208,,4,0,,17,
25017622,266711,82037,46886,85214,1,0,2,13168,tutor,algebra,7843,12542,35,MasterySection,6850,77.0,Finding Percents,52667,2770,0,3,49769,46376,,16,0,,5,5.0
29541187,271865,86327,31383,47053,1,0,2,84565,tutor,algebra,10142,12765,2,MasterySection,10142,70.0,Percent Of,56898,5260,3,4,99831,30037,,70,0,0.0,1,1.0
23337895,265342,78907,57425,107961,0,0,2,9584,tutor,algebra,5969,12352,75,MasterySection,5969,,,42999,2770,0,0,20149,55834,,42/36,0,,10,
22043726,263981,78847,53469,93440,1,0,1,82795,tutor,algebra,7708,12340,14,MasterySection,7118,48.0,Equivalent Fractions,11804,76,3,3,116122,52571,,,1,1.0,5,5.0
35500278,282689,89339,33159,51444,1,1,1,7582,tutor,algebra,5948,13807,1,MasterySection,5948,13.0,Median,60430,5454,0,3,7582,30799,,91,0,,2,2.0
36369537,285788,77118,50808,89722,1,1,1,4228,tutor,algebra,7012,14033,1,MasterySection,7012,277.0,Addition and Subtraction Integers,48183,139,0,3,4228,29882,,6,0,,820,820.0
33704648,279733,78570,52310,91644,1,1,1,108048,tutor,algebra,7220,12262,5,MasterySection,6180,303.0,Volume Cylinder,46174,5056,0,3,108048,31687,,50.24,0,,99,99.0
